step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
1600,0.5206,0.082601,1.404668,0.000000,0.086318,1.674361,0.000000,0.396517,8.660889,0.000000
1620,0.5271,0.082424,1.411612,0.000000,0.086864,1.651289,0.000000,0.397322,8.824374,0.000000
1640,0.5336,0.082469,1.422801,0.000000,0.087493,1.688810,0.000000,0.395984,8.877087,0.000000
1660,0.5401,0.083304,1.443498,0.000000,0.087853,1.753778,0.000000,0.396504,8.927353,0.000000
1680,0.5467,0.083878,1.474266,0.000000,0.088340,1.782905,0.000000,0.395755,8.752004,0.000000
1700,0.5532,0.083997,1.485546,0.000000,0.089021,1.823002,0.000000,0.396116,8.554423,0.000000
1720,0.5597,0.084230,1.467683,0.000000,0.089401,1.799866,0.000000,0.395175,8.586061,0.000000
1740,0.5662,0.085074,1.443730,0.000000,0.089468,1.725368,0.000000,0.395276,8.541301,0.000000
1760,0.5727,0.085444,1.435515,0.000000,0.089806,1.700977,0.000000,0.398173,8.596364,0.000000
1780,0.5792,0.086019,1.469887,0.000000,0.090058,1.719774,0.000000,0.397044,8.704411,0.000000
1800,0.5857,0.086318,1.502745,0.000000,0.089709,1.746233,0.000000,0.398133,8.707333,0.000000
1820,0.5922,0.086621,1.553692,0.000000,0.090236,1.736822,0.000000,0.398468,8.590672,0.000000
1840,0.5987,0.087075,1.568546,0.000000,0.090574,1.747276,0.000000,0.396575,8.537532,0.000000
1860,0.6052,0.087734,1.549161,0.000000,0.091927,1.701018,0.000000,0.397758,8.428712,0.000000
1880,0.6117,0.087801,1.538780,0.000000,0.092271,1.667479,0.000000,0.397423,8.304501,0.000000
1900,0.6182,0.088354,1.509129,0.000000,0.092732,1.653234,0.000000,0.397142,8.396468,0.000000
1920,0.6247,0.089143,1.479243,0.000000,0.093691,1.652314,0.000000,0.395078,8.687572,0.000000
1940,0.6313,0.090246,1.474349,0.000000,0.093911,1.715494,0.000000,0.397538,8.778139,0.000000
1960,0.6378,0.090873,1.506538,0.000000,0.094198,1.748774,0.000000,0.396132,8.930244,0.000000
1980,0.6443,0.091246,1.520804,0.000000,0.094392,1.803754,0.000000,0.397142,8.981761,0.000000
2000,0.6508,0.091704,1.568435,0.000000,0.094565,1.824019,0.000000,0.398031,9.027820,0.000000
2020,0.6573,0.092297,1.605689,0.000000,0.094712,1.842320,0.000000,0.397546,9.046587,0.000000
2040,0.6638,0.093062,1.596135,0.000000,0.095055,1.844320,0.000000,0.399307,9.015093,0.000000
2060,0.6703,0.093485,1.584801,0.000000,0.094943,1.865506,0.000000,0.400158,8.977754,0.000000
2080,0.6768,0.093694,1.655995,0.000000,0.094847,1.871894,0.000000,0.400267,9.039557,0.000000
2100,0.6833,0.094096,1.649368,0.000000,0.094826,1.887993,0.000000,0.401152,8.922779,0.000000
2120,0.6898,0.094489,1.647517,0.000000,0.095500,1.861166,0.000000,0.400878,9.094094,0.000000
2140,0.6963,0.095236,1.636837,0.000000,0.095817,1.860240,0.000000,0.400518,9.150673,0.000000
2160,0.7028,0.095773,1.638526,0.000000,0.096130,1.855880,0.000000,0.399644,8.834716,0.000000
2180,0.7093,0.096451,1.621952,0.000000,0.096346,1.878202,0.000000,0.399486,8.713615,0.000000
2200,0.7159,0.096383,1.591883,0.000000,0.096475,1.871404,0.000000,0.400565,8.554472,0.000000
