step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
61,0.0198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279046,2.314363,0.000000
62,0.0202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.280056,2.363627,0.000000
63,0.0205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.281057,2.411862,0.000000
64,0.0208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.282038,2.459408,0.000000
65,0.0212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.283054,2.491301,0.000000
66,0.0215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.284070,2.522744,0.000000
67,0.0218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.285121,2.554515,0.000000
68,0.0221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286136,2.586169,0.000000
69,0.0225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287150,2.622452,0.000000
70,0.0228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.288157,2.658800,0.000000
71,0.0231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.289168,2.693542,0.000000
72,0.0234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.290171,2.726852,0.000000
73,0.0238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.291111,2.759166,0.000000
74,0.0241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.292136,2.793727,0.000000
75,0.0244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.293277,2.831661,0.000000
76,0.0247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.294510,2.858274,0.000000
77,0.0251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.295803,2.879542,0.000000
78,0.0254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.297155,2.899017,0.000000
79,0.0257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.298489,2.910892,0.000000
80,0.026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.299853,2.921443,0.000000
81,0.0264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301238,2.932171,0.000000
82,0.0267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.302628,2.940741,0.000000
83,0.027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.304009,2.948008,0.000000
84,0.0273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.305367,2.964483,0.000000
85,0.0277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306719,2.990980,0.000000
86,0.028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.308056,3.027288,0.000000
87,0.0283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.309368,3.063636,0.000000
88,0.0286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.310642,3.104776,0.000000
89,0.029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.311919,3.142606,0.000000
90,0.0293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.313184,3.176088,0.000000
91,0.0296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.314385,3.201751,0.000000
92,0.0299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315571,3.223921,0.000000
93,0.0303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.316760,3.241213,0.000000
94,0.0306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.317918,3.256052,0.000000
95,0.0309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.319097,3.269052,0.000000
96,0.0312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320283,3.277533,0.000000
97,0.0316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.321440,3.287718,0.000000
98,0.0319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.322622,3.295327,0.000000
99,0.0322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323799,3.302389,0.000000
100,0.0325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.325008,3.308080,0.000000
101,0.0329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.326216,3.309489,0.000000
102,0.0332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327406,3.316174,0.000000
103,0.0335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328616,3.326541,0.000000
104,0.0338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329836,3.336667,0.000000
105,0.0342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331010,3.348462,0.000000
106,0.0345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.332142,3.349430,0.000000
