step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
1220,0.397,0.065413,1.964744,0.000000,0.070094,1.324784,0.000000,0.000000,0.000000,0.000000
1240,0.4035,0.065967,1.955958,0.000000,0.070298,1.387429,0.000000,0.000000,0.000000,0.000000
1260,0.41,0.066456,1.976120,0.000000,0.070605,1.388979,0.000000,0.000000,0.000000,0.000000
1280,0.4165,0.066745,2.000033,0.000000,0.071189,1.369023,0.000000,0.000000,0.000000,0.000000
1300,0.423,0.067284,2.022517,0.000000,0.071625,1.409327,0.000000,0.000000,0.000000,0.000000
1320,0.4295,0.067864,2.027154,0.000000,0.071827,1.430605,0.000000,0.000000,0.000000,0.000000
1340,0.436,0.068494,2.025463,0.000000,0.072390,1.468506,0.000000,0.000000,0.000000,0.000000
1360,0.4425,0.069188,2.025083,0.000000,0.072869,1.538805,0.000000,0.000000,0.000000,0.000000
1380,0.449,0.069520,2.008709,0.000000,0.073361,1.587464,0.000000,0.000000,0.000000,0.000000
1400,0.4555,0.069776,1.999534,0.000000,0.073926,1.562078,0.000000,0.000000,0.000000,0.000000
1420,0.4621,0.070137,1.919293,0.000000,0.074236,1.528478,0.000000,0.000000,0.000000,0.000000
1440,0.4686,0.070457,1.862643,0.000000,0.074326,1.557556,0.000000,0.000000,0.000000,0.000000
1460,0.4751,0.071157,1.899621,0.000000,0.075081,1.637566,0.000000,0.000000,0.000000,0.000000
1480,0.4816,0.071402,1.906509,0.000000,0.075238,1.675716,0.000000,0.000000,0.000000,0.000000
1500,0.4881,0.071865,1.956446,0.000000,0.075690,1.629762,0.000000,0.000000,0.000000,0.000000
1520,0.4946,0.072396,1.992226,0.000000,0.075647,1.684327,0.000000,0.000000,0.000000,0.000000
1540,0.5011,0.072966,1.955323,0.000000,0.075854,1.614346,0.000000,0.000000,0.000000,0.000000
1560,0.5076,0.073063,1.939881,0.000000,0.076502,1.591207,0.000000,0.000000,0.000000,0.000000
1580,0.5141,0.073337,1.949177,0.000000,0.077066,1.627859,0.000000,0.000000,0.000000,0.000000
1600,0.5206,0.073547,1.968729,0.000000,0.077301,1.637500,0.000000,0.000000,0.000000,0.000000
1620,0.5271,0.073533,1.965728,0.000000,0.077610,1.630374,0.000000,0.000000,0.000000,0.000000
1640,0.5336,0.074030,1.972903,0.000000,0.078141,1.621471,0.000000,0.000000,0.000000,0.000000
1660,0.5401,0.074449,2.009365,0.000000,0.079315,1.634009,0.000000,0.000000,0.000000,0.000000
1680,0.5467,0.074956,2.051530,0.000000,0.080116,1.666944,0.000000,0.000000,0.000000,0.000000
1700,0.5532,0.075162,2.081207,0.000000,0.080474,1.668845,0.000000,0.000000,0.000000,0.000000
1720,0.5597,0.075242,2.081307,0.000000,0.080741,1.673268,0.000000,0.000000,0.000000,0.000000
1740,0.5662,0.075745,2.118519,0.000000,0.081065,1.663643,0.000000,0.000000,0.000000,0.000000
1760,0.5727,0.076097,2.120377,0.000000,0.081368,1.647048,0.000000,0.000000,0.000000,0.000000
1780,0.5792,0.076631,2.103773,0.000000,0.081928,1.640650,0.000000,0.000000,0.000000,0.000000
1800,0.5857,0.077137,2.104461,0.000000,0.082482,1.602364,0.000000,0.000000,0.000000,0.000000
1820,0.5922,0.077331,2.088233,0.000000,0.082736,1.578057,0.000000,0.000000,0.000000,0.000000
1840,0.5987,0.077268,2.112526,0.000000,0.083126,1.568525,0.000000,0.000000,0.000000,0.000000
1860,0.6052,0.077600,2.161298,0.000000,0.083413,1.571769,0.000000,0.000000,0.000000,0.000000
1880,0.6117,0.077864,2.215814,0.000000,0.083611,1.609299,0.000000,0.000000,0.000000,0.000000
1900,0.6182,0.078667,2.214200,0.000000,0.083777,1.624226,0.000000,0.000000,0.000000,0.000000
1920,0.6247,0.078971,2.208010,0.000000,0.083827,1.650006,0.000000,0.000000,0.000000,0.000000
1940,0.6313,0.079548,2.209036,0.000000,0.084023,1.673156,0.000000,0.000000,0.000000,0.000000
1960,0.6378,0.080673,2.194639,0.000000,0.084001,1.676384,0.000000,0.000000,0.000000,0.000000
1980,0.6443,0.081419,2.182754,0.000000,0.084281,1.667186,0.000000,0.000000,0.000000,0.000000
2000,0.6508,0.081235,2.196924,0.000000,0.084709,1.649527,0.000000,0.000000,0.000000,0.000000
2020,0.6573,0.081431,2.167512,0.000000,0.084938,1.673681,0.000000,0.000000,0.000000,0.000000
2040,0.6638,0.081540,2.162951,0.000000,0.085392,1.632115,0.000000,0.000000,0.000000,0.000000
2060,0.6703,0.082105,2.164250,0.000000,0.086016,1.645457,0.000000,0.000000,0.000000,0.000000
2080,0.6768,0.082583,2.165203,0.000000,0.086669,1.697577,0.000000,0.000000,0.000000,0.000000
2100,0.6833,0.083084,2.178027,0.000000,0.086942,1.735626,0.000000,0.000000,0.000000,0.000000
2120,0.6898,0.083509,2.194621,0.000000,0.086757,1.739872,0.000000,0.000000,0.000000,0.000000
2140,0.6963,0.084053,2.200342,0.000000,0.086747,1.765616,0.000000,0.000000,0.000000,0.000000
2160,0.7028,0.084542,2.238431,0.000000,0.087251,1.818651,0.000000,0.000000,0.000000,0.000000
2180,0.7093,0.085026,2.250760,0.000000,0.087790,1.822913,0.000000,0.000000,0.000000,0.000000
2200,0.7159,0.085158,2.246035,0.000000,0.087997,1.806992,0.000000,0.000000,0.000000,0.000000
