step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
2120,0.6898,0.001293,0.005532,0.000000,0.001261,0.006395,0.000000,0.000000,0.000000,0.000000
2140,0.6963,0.001290,0.005521,0.000000,0.001258,0.006382,0.000000,0.000000,0.000000,0.000000
2160,0.7028,0.001288,0.005510,0.000000,0.001256,0.006369,0.000000,0.000000,0.000000,0.000000
2180,0.7093,0.001285,0.005499,0.000000,0.001253,0.006356,0.000000,0.000000,0.000000,0.000000
2200,0.7159,0.001283,0.005488,0.000000,0.001251,0.006344,0.000000,0.000000,0.000000,0.000000
2220,0.7224,0.001280,0.005477,0.000000,0.001248,0.006331,0.000000,0.000000,0.000000,0.000000
2240,0.7289,0.001277,0.005466,0.000000,0.001246,0.006318,0.000000,0.000000,0.000000,0.000000
2260,0.7354,0.001275,0.005455,0.000000,0.001243,0.006306,0.000000,0.000000,0.000000,0.000000
2280,0.7419,0.001272,0.005444,0.000000,0.001241,0.006293,0.000000,0.000000,0.000000,0.000000
2300,0.7484,0.001270,0.005434,0.000000,0.001238,0.006280,0.000000,0.000000,0.000000,0.000000
2320,0.7549,0.001267,0.005423,0.000000,0.001236,0.006268,0.000000,0.000000,0.000000,0.000000
2340,0.7614,0.001265,0.005412,0.000000,0.001233,0.006255,0.000000,0.000000,0.000000,0.000000
2360,0.7679,0.001262,0.005401,0.000000,0.001231,0.006243,0.000000,0.000000,0.000000,0.000000
2380,0.7744,0.001260,0.005390,0.000000,0.001228,0.006230,0.000000,0.000000,0.000000,0.000000
2400,0.7809,0.001257,0.005379,0.000000,0.001226,0.006218,0.000000,0.000000,0.000000,0.000000
2420,0.7874,0.001255,0.005369,0.000000,0.001223,0.006206,0.000000,0.000000,0.000000,0.000000
2440,0.7939,0.001252,0.005358,0.000000,0.001221,0.006193,0.000000,0.000000,0.000000,0.000000
2460,0.8005,0.001250,0.005347,0.000000,0.001218,0.006181,0.000000,0.000000,0.000000,0.000000
2480,0.807,0.001247,0.005337,0.000000,0.001216,0.006168,0.000000,0.000000,0.000000,0.000000
2500,0.8135,0.001245,0.005326,0.000000,0.001214,0.006156,0.000000,0.000000,0.000000,0.000000
2520,0.82,0.001242,0.005315,0.000000,0.001211,0.006144,0.000000,0.000000,0.000000,0.000000
2540,0.8265,0.001240,0.005305,0.000000,0.001209,0.006132,0.000000,0.000000,0.000000,0.000000
2560,0.833,0.001237,0.005294,0.000000,0.001206,0.006119,0.000000,0.000000,0.000000,0.000000
2580,0.8395,0.001235,0.005284,0.000000,0.001204,0.006107,0.000000,0.000000,0.000000,0.000000
2600,0.846,0.001232,0.005273,0.000000,0.001201,0.006095,0.000000,0.000000,0.000000,0.000000
2620,0.8525,0.001230,0.005262,0.000000,0.001199,0.006083,0.000000,0.000000,0.000000,0.000000
2640,0.859,0.001227,0.005252,0.000000,0.001197,0.006071,0.000000,0.000000,0.000000,0.000000
2660,0.8655,0.001225,0.005241,0.000000,0.001194,0.006058,0.000000,0.000000,0.000000,0.000000
