step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
3220,1.0475,0.069890,19.028542,0.000000,0.032497,5.199538,0.000000,0.193093,11.939247,0.000000
3240,1.054,0.069821,19.070530,0.000000,0.031738,5.086108,0.000000,0.193098,12.027618,0.000000
3260,1.0605,0.069345,19.025053,0.000000,0.031367,4.964470,0.000000,0.193480,12.049783,0.000000
3280,1.067,0.069318,18.970650,0.000000,0.031725,4.816283,0.000000,0.193612,12.093100,0.000000
3300,1.0735,0.068454,18.960539,0.000000,0.031761,4.682105,0.000000,0.193688,12.214607,0.000000
3320,1.08,0.068912,18.936708,0.000000,0.031170,4.637046,0.000000,0.193834,12.290735,0.000000
3340,1.0866,0.069618,18.947512,0.000000,0.031175,4.335756,0.000000,0.194251,12.394461,0.000000
3360,1.0931,0.069818,19.009312,0.000000,0.031688,4.455894,0.000000,0.194277,12.413544,0.000000
3380,1.0996,0.069409,18.980093,0.000000,0.031337,4.391223,0.000000,0.194019,12.510555,0.000000
3400,1.1061,0.069994,18.989492,0.000000,0.032158,4.348259,0.000000,0.193764,12.560374,0.000000
3420,1.1126,0.070078,18.953438,0.000000,0.032369,4.516068,0.000000,0.194242,12.567024,0.000000
3440,1.1191,0.069270,18.874203,0.000000,0.032130,4.471685,0.000000,0.194948,12.654686,0.000000
3460,1.1256,0.069317,18.889957,0.000000,0.031803,4.451375,0.000000,0.195793,12.668860,0.000000
3480,1.1321,0.069934,18.901159,0.000000,0.032365,4.447493,0.000000,0.195650,12.666080,0.000000
3500,1.1386,0.070124,18.827961,0.000000,0.032160,4.811085,0.000000,0.195474,12.734584,0.000000
3520,1.1451,0.070283,18.904922,0.000000,0.032256,4.926534,0.000000,0.195714,12.779135,0.000000
3540,1.1516,0.070418,18.831856,0.000000,0.032314,4.939289,0.000000,0.195751,12.881519,0.000000
3560,1.1581,0.070511,18.792608,0.000000,0.032300,4.903706,0.000000,0.195821,12.953380,0.000000
3580,1.1646,0.070098,18.697458,0.000000,0.031698,4.853413,0.000000,0.196568,13.016731,0.000000
3600,1.1712,0.068767,18.581171,0.000000,0.031526,4.943803,0.000000,0.196430,13.097639,0.000000
3620,1.1777,0.069055,18.537951,0.000000,0.031410,5.036709,0.000000,0.196690,13.169382,0.000000
3640,1.1842,0.069151,18.449837,0.000000,0.031324,4.926376,0.000000,0.196281,13.213485,0.000000
3660,1.1907,0.069313,18.459288,0.000000,0.031968,4.998291,0.000000,0.196361,13.247423,0.000000
3680,1.1972,0.068142,18.451372,0.000000,0.031911,4.714817,0.000000,0.196629,13.249062,0.000000
3700,1.2037,0.069841,18.352234,0.000000,0.031683,4.596429,0.000000,0.197755,13.256507,0.000000
3720,1.2102,0.069514,18.400610,0.000000,0.031885,4.842984,0.000000,0.197987,13.301116,0.000000
3740,1.2167,0.069449,18.423645,0.000000,0.032307,4.829344,0.000000,0.198267,13.434871,0.000000
3760,1.2232,0.068975,18.491871,0.000000,0.031916,4.896503,0.000000,0.198097,13.460126,0.000000
3780,1.2297,0.070163,18.376621,0.000000,0.032217,4.896571,0.000000,0.198429,13.504426,0.000000
3800,1.2362,0.069420,18.248844,0.000000,0.031776,4.951482,0.000000,0.198278,13.537232,0.000000
3820,1.2427,0.068775,18.196014,0.000000,0.032052,5.149753,0.000000,0.198101,13.554195,0.000000
3840,1.2492,0.068538,18.067255,0.000000,0.031453,5.133229,0.000000,0.197770,13.558024,0.000000
3860,1.2558,0.068544,17.922287,0.000000,0.031722,5.321689,0.000000,0.197395,13.641392,0.000000
3880,1.2623,0.069907,17.948626,0.000000,0.031651,5.054615,0.000000,0.198428,13.713305,0.000000
3900,1.2688,0.069070,17.913494,0.000000,0.031044,4.783114,0.000000,0.198710,13.762705,0.000000
3920,1.2753,0.069571,17.848763,0.000000,0.031620,4.725038,0.000000,0.199048,13.847216,0.000000
3940,1.2818,0.069866,17.802462,0.000000,0.031334,4.780617,0.000000,0.199067,13.895068,0.000000
3960,1.2883,0.069481,17.711723,0.000000,0.032184,4.526947,0.000000,0.198964,13.928090,0.000000
3980,1.2948,0.069181,17.705381,0.000000,0.031089,4.638758,0.000000,0.198803,13.930539,0.000000
4000,1.3013,0.069781,17.622213,0.000000,0.031650,4.728866,0.000000,0.199024,13.956119,0.000000
4020,1.3078,0.069871,17.662849,0.000000,0.032364,4.729247,0.000000,0.199601,14.013943,0.000000
4040,1.3143,0.069716,17.536732,0.000000,0.033032,4.791239,0.000000,0.200343,14.060293,0.000000
4060,1.3208,0.069584,17.375454,0.000000,0.032835,4.915679,0.000000,0.200334,14.049216,0.000000
4080,1.3273,0.070237,17.223211,0.000000,0.033153,4.967542,0.000000,0.200423,14.076700,0.000000
4100,1.3338,0.070066,17.107811,0.000000,0.032764,5.051012,0.000000,0.200654,14.101916,0.000000
4120,1.3404,0.069990,17.212639,0.000000,0.032303,4.948286,0.000000,0.200963,14.176324,0.000000
4140,1.3469,0.068652,17.176020,0.000000,0.031810,5.092316,0.000000,0.200644,14.212584,0.000000
